"","age","workclass","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income_class"
"28670",57,"Private",16,"Married","Other-Occupations","Husband","White","Male",0,1977,40,"Euro_1",">50K"
"28677",27,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",0,1573,70,"United-States","<=50K"
"28683",47,"Private",9,"Not-Married","Blue-Collar","Unmarried","White","Male",0,625,40,"United-States","<=50K"
"28691",36,"Private",14,"Married","Professional","Wife","White","Female",0,1977,44,"United-States",">50K"
"28731",55,"Private",10,"Widowed","Blue-Collar","Not-in-family","White","Male",0,2258,62,"United-States",">50K"
"28748",34,"Other-Govt",14,"Married","Blue-Collar","Husband","White","Male",0,1848,40,"United-States",">50K"
"28802",45,"Private",13,"Married","Sales","Husband","White","Male",0,1887,60,"United-States",">50K"
"28834",41,"Private",10,"Married","Blue-Collar","Husband","White","Male",0,1848,65,"United-States",">50K"
"28862",19,"Private",6,"Never-Married","Blue-Collar","Other-relative","White","Male",0,1602,45,"United-States","<=50K"
"28875",68,"Other-Govt",9,"Widowed","Other-Occupations","Not-in-family","White","Male",0,1668,20,"United-States","<=50K"
"28916",29,"Other-Govt",9,"Never-Married","Blue-Collar","Unmarried","Asian","Male",0,1590,45,"United-States","<=50K"
"28918",46,"Private",9,"Never-Married","Blue-Collar","Not-in-family","White","Male",0,1590,48,"United-States","<=50K"
"28941",46,"Private",13,"Married","Professional","Husband","White","Male",0,1848,45,"United-States",">50K"
"28952",31,"Private",12,"Married","Admin","Wife","White","Female",0,1740,40,"United-States","<=50K"
"28953",42,"Self-Employed",13,"Married","Professional","Husband","White","Male",0,1887,40,"United-States",">50K"
"28961",36,"Private",13,"Not-Married","Professional","Unmarried","Black","Female",0,213,40,"United-States","<=50K"
"28988",57,"Private",11,"Married","Professional","Husband","White","Male",0,1902,45,"United-States","<=50K"
"29085",46,"Other-Govt",10,"Married","White-Collar","Husband","White","Male",0,1740,40,"United-States","<=50K"
"29092",29,"Private",9,"Never-Married","Blue-Collar","Not-in-family","White","Male",0,1974,35,"United-States","<=50K"
"29114",44,"Private",13,"Married","Blue-Collar","Husband","White","Male",0,1977,40,"United-States",">50K"
"29153",20,"Private",10,"Never-Married","Sales","Own-child","White","Male",0,1602,15,"United-States","<=50K"
"29189",48,"Private",13,"Not-Married","Sales","Unmarried","White","Female",0,2472,70,"United-States",">50K"
"29198",27,"Private",10,"Married","Blue-Collar","Husband","White","Male",0,1651,40,"United-States","<=50K"
"29199",59,"Private",11,"Married","Sales","Husband","White","Male",0,1740,50,"United-States","<=50K"
"29242",33,"Private",15,"Married","Professional","Husband","White","Male",0,1977,50,"United-States",">50K"
"29293",54,"Private",10,"Married","Other-Occupations","Husband","White","Male",0,1977,18,"United-States",">50K"
"29398",50,"Private",13,"Married","Sales","Husband","Black","Male",0,1902,60,"United-States",">50K"
"29439",30,"Private",9,"Never-Married","Blue-Collar","Own-child","White","Male",0,1504,40,"United-States","<=50K"
"29441",45,"Private",10,"Married","Blue-Collar","Husband","White","Male",0,1902,40,"United-States",">50K"
"29448",27,"Private",10,"Married","Blue-Collar","Husband","White","Male",0,419,20,"Latin-America","<=50K"
"29460",29,"Private",10,"Married","White-Collar","Husband","White","Male",0,1887,50,"United-States",">50K"
"29491",29,"Private",9,"Married","Admin","Wife","White","Female",0,2057,20,"United-States","<=50K"
"29511",46,"Private",10,"Married","Blue-Collar","Husband","White","Male",0,1887,40,"United-States",">50K"
"29533",17,"Private",5,"Never-Married","Blue-Collar","Own-child","White","Male",0,1719,15,"United-States","<=50K"
"29579",32,"Private",13,"Married","White-Collar","Husband","White","Male",0,1902,60,"United-States",">50K"
"29588",55,"Private",13,"Married","White-Collar","Husband","White","Male",0,1887,40,"United-States",">50K"
"29609",41,"Self-Employed",15,"Married","White-Collar","Wife","White","Female",0,2415,55,"United-States",">50K"
"29661",29,"Federal-Govt",10,"Never-Married","Professional","Not-in-family","White","Female",0,1408,40,"United-States","<=50K"
"29677",52,"Private",13,"Not-Married","Professional","Unmarried","White","Female",0,1755,40,"United-States",">50K"
"29690",23,"Private",12,"Never-Married","Admin","Own-child","White","Female",0,1974,20,"United-States","<=50K"
"29692",36,"Private",13,"Not-Married","White-Collar","Not-in-family","White","Male",0,1741,40,"United-States","<=50K"
"29719",33,"Self-Employed",15,"Married","Professional","Husband","White","Male",0,1887,40,"United-States",">50K"
"29732",21,"Private",10,"Never-Married","Admin","Own-child","White","Female",0,1721,35,"United-States","<=50K"
"29734",33,"Private",13,"Married","Admin","Husband","White","Male",0,1902,45,"United-States",">50K"
"29747",57,"Self-Employed",2,"Widowed","Blue-Collar","Other-relative","White","Female",0,1602,45,"South-America","<=50K"
"29749",42,"Private",9,"Married","Blue-Collar","Husband","White","Male",0,1579,42,"United-States","<=50K"
"29773",36,"Private",13,"Married","Sales","Husband","White","Male",0,2415,45,"United-States",">50K"
"29788",44,"Private",10,"Married","Blue-Collar","Husband","White","Male",0,1887,60,"United-States",">50K"
"29791",37,"Private",13,"Never-Married","White-Collar","Not-in-family","White","Male",0,2824,40,"United-States",">50K"
"29840",73,"Private",10,"Married","Professional","Husband","White","Male",0,2174,50,"United-States",">50K"
"29853",37,"Private",13,"Married","White-Collar","Husband","White","Male",0,1887,47,"United-States",">50K"
"29910",43,"Self-Employed",10,"Married","White-Collar","Husband","White","Male",0,1902,15,"United-States",">50K"
"29924",55,"Other-Govt",14,"Married","Professional","Wife","White","Female",0,2267,40,"United-States","<=50K"
"29929",47,"Self-Employed",16,"Married","Blue-Collar","Husband","White","Male",0,2002,45,"United-States","<=50K"
"29955",55,"Private",14,"Married","White-Collar","Husband","White","Male",0,1977,60,"United-States",">50K"
"29964",34,"Private",10,"Married","Admin","Wife","White","Female",0,2057,40,"United-States","<=50K"
"29968",19,"Private",5,"Never-Married","Sales","Other-relative","White","Male",0,1719,35,"South-America","<=50K"
"29972",64,"Self-Employed",12,"Married","Sales","Husband","White","Male",0,1887,50,"United-States",">50K"
"29983",17,"Private",6,"Never-Married","Service","Own-child","White","Female",0,1602,10,"United-States","<=50K"
"30007",43,"Other-Govt",14,"Married","Professional","Husband","White","Male",0,1887,45,"United-States",">50K"
"30048",32,"Federal-Govt",9,"Never-Married","White-Collar","Unmarried","White","Female",0,1380,40,"United-States","<=50K"
"30052",36,"Private",9,"Never-Married","Service","Not-in-family","Black","Female",0,2001,40,"United-States","<=50K"
"30073",36,"Private",14,"Married","Sales","Husband","White","Male",0,1977,50,"United-States",">50K"
"30074",17,"Private",7,"Never-Married","Blue-Collar","Own-child","White","Male",0,1719,18,"United-States","<=50K"
"30080",36,"Private",13,"Married","Sales","Husband","White","Male",0,1887,35,"United-States",">50K"
"30105",55,"Private",13,"Married","White-Collar","Husband","White","Male",0,1887,40,"United-States",">50K"
"30179",62,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",0,1740,40,"United-States","<=50K"
"30183",74,"Self-Employed",13,"Married","White-Collar","Husband","White","Male",0,1825,12,"United-States",">50K"
"30206",38,"Private",15,"Married","Professional","Husband","White","Male",0,2415,90,"United-States",">50K"
"30224",44,"Private",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",0,1876,55,"United-States","<=50K"
"30226",20,"Private",10,"Never-Married","Service","Own-child","White","Male",0,1719,36,"United-States","<=50K"
"30233",34,"Private",9,"Married","Admin","Husband","White","Male",0,1485,40,"United-States","<=50K"
"30247",49,"Other-Govt",15,"Married","Professional","Wife","White","Female",0,1977,60,"United-States",">50K"
"30259",54,"Private",10,"Married","Sales","Husband","White","Male",0,2415,50,"United-States",">50K"
"30274",32,"Private",9,"Married","Sales","Husband","White","Male",0,1902,50,"United-States",">50K"
"30284",34,"Private",9,"Married","White-Collar","Husband","White","Male",0,1887,45,"United-States",">50K"
"30285",66,"Other-Govt",9,"Married","White-Collar","Husband","White","Male",0,1825,40,"United-States",">50K"
"30308",21,"Private",10,"Never-Married","Sales","Own-child","White","Female",0,1602,22,"United-States","<=50K"
"30349",29,"Private",11,"Married","Blue-Collar","Husband","White","Male",0,1887,48,"United-States",">50K"
"30374",36,"Private",9,"Married","Blue-Collar","Husband","White","Male",0,1902,48,"United-States",">50K"
"30419",45,"Private",9,"Married","Blue-Collar","Husband","White","Male",0,2051,40,"United-States","<=50K"
"30424",23,"Private",10,"Never-Married","Admin","Not-in-family","White","Female",0,1721,40,"United-States","<=50K"
"30432",54,"Private",13,"Not-Married","Professional","Not-in-family","White","Male",0,1340,40,"United-States","<=50K"
"30477",37,"Private",10,"Married","White-Collar","Husband","Black","Male",0,1887,60,"Other",">50K"
"30482",50,"Self-Employed",9,"Married","Sales","Husband","White","Male",0,1902,60,"United-States",">50K"
"30498",39,"Self-Employed",6,"Not-Married","Service","Not-in-family","White","Female",0,1721,15,"United-States","<=50K"
"30529",44,"Private",9,"Married","Blue-Collar","Husband","Black","Male",0,1485,40,"Latin-America","<=50K"
"30540",45,"Private",16,"Not-Married","Professional","Unmarried","Black","Female",0,3004,35,"United-States",">50K"
"30560",27,"Private",9,"Married","Blue-Collar","Husband","White","Male",0,1902,45,"United-States","<=50K"
"30585",18,"Private",9,"Never-Married","Sales","Own-child","Asian","Female",0,1602,38,"United-States","<=50K"
"30602",24,"Federal-Govt",9,"Never-Married","Admin","Not-in-family","White","Female",0,1974,40,"United-States","<=50K"
"30633",60,"Private",15,"Married","White-Collar","Husband","White","Male",0,1902,40,"United-States",">50K"
"30644",34,"Private",9,"Married","Blue-Collar","Husband","White","Male",0,2051,55,"United-States","<=50K"
"30684",41,"Private",15,"Married","Professional","Husband","White","Male",0,1977,50,"United-States",">50K"
"30687",33,"Private",9,"Never-Married","Admin","Not-in-family","White","Female",0,1617,40,"United-States","<=50K"
"30691",39,"Private",14,"Married","White-Collar","Husband","White","Male",0,1848,45,"United-States",">50K"
"30695",46,"Private",9,"Married","Blue-Collar","Husband","White","Male",0,1740,35,"United-States","<=50K"
"30736",42,"Private",13,"Married","Admin","Wife","Asian","Female",0,1887,40,"SE-Asia",">50K"
"30750",41,"Self-Employed",12,"Married","Blue-Collar","Husband","White","Male",0,1887,40,"United-States",">50K"
"30762",62,"Private",10,"Not-Married","Admin","Not-in-family","White","Male",0,1974,40,"United-States","<=50K"
"30763",38,"Private",9,"Married","Blue-Collar","Husband","White","Male",0,2051,40,"Euro_2","<=50K"
"30769",53,"Private",14,"Married","White-Collar","Husband","White","Male",0,1902,50,"United-States",">50K"
"30770",45,"Other-Govt",10,"Married","Blue-Collar","Husband","White","Male",0,1887,40,"Latin-America",">50K"
"30782",66,"Private",10,"Widowed","Admin","Unmarried","Black","Female",0,4356,40,"United-States","<=50K"
"30800",43,"Private",12,"Not-Married","Blue-Collar","Not-in-family","White","Male",0,2444,70,"United-States",">50K"
"30824",36,"Private",13,"Never-Married","Sales","Not-in-family","White","Female",0,1741,40,"United-States","<=50K"
"30837",30,"Private",15,"Never-Married","Professional","Not-in-family","White","Male",0,1590,80,"United-States","<=50K"
"30860",35,"Private",9,"Not-Married","Service","Unmarried","Black","Female",0,1594,40,"United-States","<=50K"
"30919",61,"Other-Govt",16,"Married","Professional","Husband","White","Male",0,1902,40,"United-States",">50K"
"30962",26,"Private",9,"Married","Blue-Collar","Husband","Black","Male",0,1848,60,"United-States",">50K"
"30976",40,"Private",16,"Married","Professional","Husband","Asian","Male",0,1977,45,"China",">50K"
"30989",60,"Private",9,"Not-Married","White-Collar","Not-in-family","White","Female",0,1092,40,"United-States","<=50K"
"31004",35,"Private",9,"Married","Sales","Husband","Asian","Male",0,1887,50,"Other",">50K"
"31007",61,"Private",11,"Married","Blue-Collar","Husband","White","Male",0,1887,60,"United-States",">50K"
"31029",43,"Private",13,"Married","White-Collar","Husband","White","Male",0,1977,50,"United-States",">50K"
"31057",31,"Private",13,"Never-Married","White-Collar","Not-in-family","White","Female",0,1564,60,"United-States",">50K"
"31081",32,"Private",13,"Married","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
"31140",27,"Private",13,"Married","Sales","Husband","White","Male",0,1848,55,"United-States",">50K"
"31150",52,"Self-Employed",13,"Married","White-Collar","Husband","White","Male",0,1902,60,"Other",">50K"
"31151",53,"Other-Govt",14,"Widowed","Professional","Unmarried","Black","Female",0,1669,35,"United-States","<=50K"
"31165",49,"Private",10,"Married","White-Collar","Husband","White","Male",0,1887,40,"United-States",">50K"
"31205",44,"Other-Govt",10,"Married","White-Collar","Husband","White","Male",0,1485,40,"United-States",">50K"
"31213",47,"Self-Employed",12,"Married","Blue-Collar","Husband","White","Male",0,1672,65,"United-States","<=50K"
"31227",37,"Private",9,"Married","White-Collar","Husband","White","Male",0,1902,55,"United-States",">50K"
"31231",39,"Private",6,"Married","Blue-Collar","Husband","White","Male",0,2051,40,"United-States","<=50K"
"31257",52,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",0,1887,60,"United-States",">50K"
"31278",39,"Private",9,"Never-Married","Blue-Collar","Not-in-family","White","Male",0,1564,50,"United-States",">50K"
"31288",45,"Private",10,"Married","Sales","Husband","White","Male",0,1740,50,"United-States","<=50K"
"31296",39,"Other-Govt",14,"Married","Professional","Wife","White","Female",0,1977,20,"United-States",">50K"
"31325",37,"Private",13,"Never-Married","Professional","Not-in-family","White","Female",0,1340,42,"United-States","<=50K"
"31327",40,"Private",9,"Married","Blue-Collar","Wife","White","Female",0,1628,45,"United-States","<=50K"
"31332",46,"Other-Govt",12,"Married","Other-Occupations","Husband","White","Male",0,1887,50,"United-States",">50K"
"31336",33,"Private",9,"Married","Other-Occupations","Wife","White","Female",0,1902,40,"United-States",">50K"
"31358",23,"Private",14,"Married","Professional","Husband","Asian","Male",0,1887,50,"British-Commonwealth",">50K"
"31403",44,"Federal-Govt",12,"Not-Married","Admin","Not-in-family","Black","Female",0,1741,40,"United-States","<=50K"
"31418",70,"Self-Employed",13,"Married","White-Collar","Husband","White","Male",0,2377,50,"United-States",">50K"
"31427",59,"Self-Employed",10,"Married","Blue-Collar","Husband","White","Male",0,1579,60,"United-States","<=50K"
"31562",57,"Self-Employed",16,"Married","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
"31575",21,"Private",10,"Never-Married","Other-Occupations","Own-child","White","Female",0,1719,9,"United-States","<=50K"
"31606",20,"Private",8,"Never-Married","Sales","Not-in-family","Other","Male",0,1602,40,"United-States","<=50K"
